omega_rad_s,quantity,value_kind,gate_role,Q_floor,relative_gate,L1_real,L1_imag,L1_magnitude,L1_phase_unwrapped_deg,L2_real,L2_imag,L2_magnitude,L2_phase_unwrapped_deg,L3_real,L3_imag,L3_magnitude,L3_phase_unwrapped_deg,L1_L2_absolute_difference,L1_L2_relative_difference,L2_L3_absolute_difference,L2_L3_relative_difference,L2_L3_relative_difference_floor_x0p1,L2_L3_relative_difference_floor_x10,floor_sensitivity_status,convergence_ratio,monotonicity,complex_trajectory,complex_turn_angle_deg,observed_order,richardson_extrapolated,fine_grid_GCI,asymptotic_range,classification,gate_status
1.5,F3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,4433.15847286096,0,4433.15847286096,NaN,8442.43437898729,0,8442.43437898729,NaN,37475.1489710522,0,37475.1489710522,NaN,4009.27590612633,0.474895714452359,29032.7145920649,0.77471912425195,0.77471912425195,0.77471912425195,DIAGNOSTIC_NO_GATE,7.2413860437247,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.5,RAO3,COMPLEX,MANDATORY,1e-06,0.1,-0.339272811530395,-0.0337709962596357,0.34094944028713,-174.31553984512,-0.972451688005412,-0.13662494882059,0.982002373797948,-172.002555125547,-2.08949493505493,-2.0331245602073,2.91540469934079,-135.783381369873,0.641478312315838,0.65323499151523,2.20102166999075,0.754962654237483,0.754962654237483,0.754962654237483,STABLE_X0P1_TO_X10,3.43117082484787,NOT_APPLICABLE_COMPLEX,DIRECT,50.2752332309783,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
1.5,RAO3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1e-06,NaN,-0.339272811530395,0,0.339272811530395,NaN,-0.972451688005412,0,0.972451688005412,NaN,-2.08949493505493,0,2.08949493505493,NaN,0.633178876475017,0.651116023844563,1.11704324704952,0.534599643344028,0.534599643344028,0.534599643344028,DIAGNOSTIC_NO_GATE,1.7641827429055,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.5,RAO3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1e-06,NaN,-0.0337709962596357,0,0.0337709962596357,NaN,-0.13662494882059,0,0.13662494882059,NaN,-2.0331245602073,0,2.0331245602073,NaN,0.102853952560954,0.752819696906293,1.89649961138671,0.932800502490285,0.932800502490285,0.932800502490285,DIAGNOSTIC_NO_GATE,18.43876257709,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.5,D3,COMPLEX,DIAGNOSTIC,1,NaN,-172188.129389253,4072.84684694773,172236.291135198,178.645008629033,-116943.15535955,7748.37282907481,117199.568544198,176.20925987542,-53600.545500129,34219.4830560282,63592.3855389401,147.445159576487,55367.1079864919,0.472417336294305,68651.3357513919,1.07955276672793,1.07955276672793,1.07955276672793,DIAGNOSTIC_NO_GATE,1.23992995567226,NOT_APPLICABLE_COMPLEX,DIRECT,18.8738704716674,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.5,D3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,-172188.129389253,0,172188.129389253,NaN,-116943.15535955,0,116943.15535955,NaN,-53600.545500129,0,53600.545500129,NaN,55244.974029703,0.472408785788689,63342.609859421,1.18175308233138,1.18175308233138,1.18175308233138,DIAGNOSTIC_NO_GATE,1.14657687820369,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.5,D3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,4072.84684694773,0,4072.84684694773,NaN,7748.37282907481,0,7748.37282907481,NaN,34219.4830560282,0,34219.4830560282,NaN,3675.52598212708,0.474361012719358,26471.1102269534,0.773568384525615,0.773568384525615,0.773568384525615,DIAGNOSTIC_NO_GATE,7.20199241024931,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
2,A33,REAL_SCALAR,MANDATORY,1,0.05,110022.358718454,0,110022.358718454,NaN,102458.833382995,0,102458.833382995,NaN,90251.1298989847,0,90251.1298989847,NaN,7563.52533545899,0.0738201391302812,12207.7034840103,0.135263719109933,0.135263719109933,0.135263719109933,STABLE_X0P1_TO_X10,1.61402295127891,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
2,B33,REAL_SCALAR,MANDATORY,1,0.05,1048.06748471989,0,1048.06748471989,NaN,2788.14893040276,0,2788.14893040276,NaN,19335.5077402398,0,19335.5077402398,NaN,1740.08144568287,0.624099174440982,16547.358809837,0.855801618045941,0.855801618045941,0.855801618045941,STABLE_X0P1_TO_X10,9.5095312066518,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
2,F3,COMPLEX,MANDATORY,1,0.05,-14674.46247747,1877.59930746352,14794.0943677558,172.708615274696,14224.0449097123,5325.04907233034,15188.1401500065,20.5243691696327,62867.7607592504,37961.3706175006,73439.9142295358,31.1247926271567,29103.4128426257,1.91619332947842,58577.645699109,0.797626826142867,0.797626826142867,0.797626826142867,STABLE_X0P1_TO_X10,2.01274146148642,NOT_APPLICABLE_COMPLEX,DIRECT,27.0557231859965,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
2,F3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,-14674.46247747,0,14674.46247747,NaN,14224.0449097123,0,14224.0449097123,NaN,62867.7607592504,0,62867.7607592504,NaN,28898.5073871823,2.03166592700014,48643.7158495381,0.773746595426188,0.773746595426188,0.773746595426188,DIAGNOSTIC_NO_GATE,1.68326049500791,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
2,F3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,1877.59930746352,0,1877.59930746352,NaN,5325.04907233034,0,5325.04907233034,NaN,37961.3706175006,0,37961.3706175006,NaN,3447.44976486682,0.647402440435756,32636.3215451703,0.859724530866242,0.859724530866242,0.859724530866242,DIAGNOSTIC_NO_GATE,9.46680119251311,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
2,RAO3,COMPLEX,MANDATORY,1e-06,0.1,0.0201351428186972,-0.00251747702784256,0.0202919113667256,-7.12665307620586,-0.0203455047601776,-0.00780288414154616,0.0217904695881663,-159.017240737576,-0.0933873944670024,-0.0642975692641093,0.113381580773106,-145.45244383708,0.0408242373690269,1.87349048187549,0.0923404954450728,0.814422367508353,0.814422367508353,0.814422367508353,STABLE_X0P1_TO_X10,2.26190374630565,NOT_APPLICABLE_COMPLEX,DIRECT,30.2815573758946,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
2,RAO3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1e-06,NaN,0.0201351428186972,0,0.0201351428186972,NaN,-0.0203455047601776,0,0.0203455047601776,NaN,-0.0933873944670024,0,0.0933873944670024,NaN,0.0404806475788748,1.9896605199055,0.0730418897068248,0.782138640056325,0.782138640056325,0.782138640056325,DIAGNOSTIC_NO_GATE,1.80436564322509,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
2,RAO3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1e-06,NaN,-0.00251747702784256,0,0.00251747702784256,NaN,-0.00780288414154616,0,0.00780288414154616,NaN,-0.0642975692641093,0,0.0642975692641093,NaN,0.0052854071137036,0.677365832662009,0.0564946851225631,0.878644181563148,0.878644181563148,0.878644181563148,DIAGNOSTIC_NO_GATE,10.6888048370178,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
2,D3,COMPLEX,DIAGNOSTIC,1,NaN,-729060.607182356,2096.13496943979,729063.62049338,179.835268350902,-696986.084676618,5576.29786080552,697008.391147965,179.541609907209,-646568.081350808,38671.0154804797,647723.499079628,176.577236464237,32262.7730941023,0.0462874959668217,60309.4967122704,0.0931099408898492,0.0931099408898492,0.0931099408898492,DIAGNOSTIC_NO_GATE,1.86932154084719,NOT_APPLICABLE_COMPLEX,DIRECT,27.0886602279129,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
2,D3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,-729060.607182356,0,729060.607182356,NaN,-696986.084676618,0,696986.084676618,NaN,-646568.081350808,0,646568.081350808,NaN,32074.522505738,0.0460188850407532,50418.00332581,0.0779778723695683,0.0779778723695683,0.0779778723695683,DIAGNOSTIC_NO_GATE,1.57190191426203,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
2,D3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,2096.13496943979,0,2096.13496943979,NaN,5576.29786080552,0,5576.29786080552,NaN,38671.0154804797,0,38671.0154804797,NaN,3480.16289136573,0.62409917444098,33094.7176196742,0.855801618045942,0.855801618045942,0.855801618045942,DIAGNOSTIC_NO_GATE,9.50953120665186,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
